company,role,location,link,no_sponsorship,source,sponsorship_tier,sponsorship_notes,date_posted
Pacific Fusion,Summer 2027 Internship- Software Engineering,"San Leandro, CA",https://job-boards.greenhouse.io/pacificfusion/jobs/4398373009,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
Rocket Lab Corporation,Flight Software Intern Summer 2027,"Littleton, CO",https://job-boards.greenhouse.io/rocketlab/jobs/7989722003,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
Rocket Lab Corporation,Flight Software Intern Spring 2027,"Littleton, CO",https://job-boards.greenhouse.io/rocketlab/jobs/7989724003,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
RTX,Software Engineering Intern (Summer 2027),"Huntsville, AL",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-AL-HUNTSVILLE-382--420-Jan-Davis-Dr--DAVIS-382/Software-Engineering-Intern--Summer-2027-_01872655,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-09
RTX,Software Engineering Intern (Summer/Fall 2027),"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-179--855-35Th-St-NE--BLDG-179/Software-Engineering-Intern--Summer-Fall-2027-_01873006,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-09
RTX,Software Engineering Intern (Summer 2027),"Richardson, TX",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-TX-RICHARDSON-C17--1717-Cityline-Dr--CITYLINE-C17/Software-Engineering-Intern--Summer-2027-_01872100,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-09
RTX,Software Engineer Co-op (Summer/Fall 2027) - Onsite,"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-182--1100-Cimmie-Ave-Ne--BLDG-182/Software-Engineer-Co-op--Summer-Fall-2027----Onsite_01871347,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-09
RTX,Software Engineering Co-op (Fall/Spring 2027),"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-107--400-Collins-Rd-NE--BLDG-107/Software-Engineering-Co-op--Fall-Spring-2027-_01872683,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-09
RTX,Software Engineer Intern ( Summer 2027),"Cedar Rapids, IA",https://globalhr.wd5.myworkdayjobs.com/rec_rtx_ext_gateway/job/US-IA-CEDAR-RAPIDS-130--5350-C-Ave-NE--BLDG-130/Software-Engineer-Intern---Summer-2027-_01870613,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-09
Saronic Technologies,Software Engineer Intern (Summer 2027),"Austin, TX",https://jobs.ashbyhq.com/saronic/60afb634-5515-4347-824a-3816735541c2,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
Spgi,Machine Learning Engineer - Summer Intern 2027,"Cambridge, MA",https://spgi.wd5.myworkdayjobs.com/kensho_careers/job/Cambridge-MA/Machine-Learning-Engineer---Summer-Intern-2027_331714,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
Spgi,Software Engineer - Summer Intern 2027,"Cambridge, MA",https://spgi.wd5.myworkdayjobs.com/kensho_careers/job/Cambridge-MA/Software-Engineer---Summer-Intern-2027_331717-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
Tel,"Software Engineer, AI Research Summer 2027 Intern","San Jose, CA",https://tel.wd3.myworkdayjobs.com/tel-careers/job/San-Jose/Software-Engineer--AI-Research-Summer-2027-Intern_R26-01531,False,applyguy_repo,5,Unknown - verify with company,2026-09-09
Allegion,Summer Intern - Software Engineering - DevOps,"Carmel, IN",https://allegion.wd5.myworkdayjobs.com/careers/job/Carmel-IN/Software-Engineering-Intern---DevOps_JR37379,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Allegion,Summer Intern - Firmware Engineer,"Farmington, CT",https://allegion.wd5.myworkdayjobs.com/careers/job/Farmington-CT/Firmware-Engineer-Intern_JR37449-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Allegion,"Summer Intern – Firmware Engineer (Advanced Development) – Indianapolis, IN","Indianapolis, IN",https://allegion.wd5.myworkdayjobs.com/careers/job/Indianapolis-IN---Hague-Rd/Summer-Intern---Firmware-Engineer--Advanced-Development----Indianapolis--IN_JR37458-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
CHAOS Industries,2027 Summer- Software Engineer Intern,"El Segundo, CA",https://job-boards.greenhouse.io/chaosindustries/jobs/5226636007,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Chrobinson,Software Engineering Internship 2027,"Eden Prairie, MN",https://chrobinson.wd5.myworkdayjobs.com/chrobinson/job/Eden-Prairie-MN-United-States-of-America/Software-Engineering-Internship-2027_R49323,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Cox,"Software Engineering Intern - Summer 2027 (Irvine, CA)","Irvine, CA",https://cox.wd1.myworkdayjobs.com/cox_external_career_site_1/job/Irvine-CA/Software-Engineering-Intern---Summer-2027--Irvine--CA-_R202682173,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Cox,"Software Engineering Intern - Summer 2027 (Atlanta, GA)","Atlanta, GA",https://cox.wd1.myworkdayjobs.com/cox_external_career_site_1/job/Atlanta-GA/Software-Engineering-Intern---Summer-2027--Atlanta--GA-_R202682166,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Cox,Software Engineering Intern - Summer 2027 (Draper UT),"Draper, UT",https://cox.wd1.myworkdayjobs.com/cox_external_career_site_1/job/Draper-UT/Software-Engineering-Intern---Summer-2027--Draper-UT-_R202682169,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Cox,"Software Engineering Intern - Summer 2027 (Burlington, VT)","Burlington, VT",https://cox.wd1.myworkdayjobs.com/cox_external_career_site_1/job/Burlington-VT/Software-Engineering-Intern---Summer-2027--Burlington--VT-_R202682172-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Cox,"Software Engineering Intern - Summer 2027 (Austin, TX)","Austin, TX",https://cox.wd1.myworkdayjobs.com/cox_external_career_site_1/job/Austin-TX/Software-Engineering-Intern---Summer-2027--Austin--TX-_R202682168,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Datadog,Software Engineering Intern (Summer),"Boston, MA",https://careers.datadoghq.com/detail/8052118/,False,applyguy_repo,3,14 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-08
Formlabs,AI Software Intern (Winter/Spring 2027),"Somerville, MA",https://careers.formlabs.com/job/8174874/apply/,False,applyguy_repo,4,1 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-09-08
Gallup,Software Engineer Intern — Summer 2027,"San Francisco, CA",https://job-boards.greenhouse.io/gallup/jobs/4395897009,False,applyguy_repo,4,4 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-08
Gallup,Site Reliability Engineer Intern — Summer 2027,"San Francisco, CA",https://job-boards.greenhouse.io/gallup/jobs/4393731009,False,applyguy_repo,4,4 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-08
"LineVision, Inc.",Full Stack Software Engineering Co-op (Applications) (Spring 2027),"Boston, MA",https://recruiting.paylocity.com/Recruiting/Jobs/Details/4482882,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
"LineVision, Inc.",Software Test Engineering Co-op (Spring 2027),"Boston, MA",https://recruiting.paylocity.com/Recruiting/Jobs/Details/4482751,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
"LineVision, Inc.",Full Stack Software Engineer (Onboarding Systems) Co-op (Spring 2027),"Boston, MA",https://recruiting.paylocity.com/Recruiting/Jobs/Details/4482621,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Nelnet,Intern - Software Engineer - New Ventures - Starting Summer 2027,"Lincoln, NE",https://nelnet.wd1.myworkdayjobs.com/mynelnet/job/Lincoln-NE/Intern---Software-Engineer---New-Ventures---Starting-Summer-2026_R23098,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Northrop Grumman,2027 Software Engineering Intern - Roy UT,"Roy, UT",https://ngc.wd1.myworkdayjobs.com/northrop_grumman_external_site/job/United-States-Utah-Roy/XMLNAME-2027-Software-Engineering-Intern---Roy-UT_R10249842,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-08
Peraton,Summer 2027 Software Engineer Intern,"Herndon, VA",https://careers-peraton.icims.com/jobs/169665/summer-2027-software-engineer-intern/job,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-08
RF-SMART,Software Support Engineer Internship (NetSuite) - Summer 2027,"Highlands Ranch, CO",https://job-boards.greenhouse.io/rfsmart/jobs/5409034008,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
rivian-vw-tech,Software Engineering Intern - Vehicle Controls (January - August 2027),"Irvine, CA",https://jobs.ashbyhq.com/rivianvw.tech/f5aa59d9-4fdc-42d5-931d-efd9e6d96f2f,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Shield AI,Summer 2027 - Software Engineer Intern,"San Diego, CA",https://jobs.lever.co/shieldai/8c850c75-081d-4d09-bebf-096379a93010,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Syska Hennessy Group,Software Developer (Innovation) Summer Intern,"New York City, NY",https://job-boards.greenhouse.io/syskahennessy/jobs/8177938,False,applyguy_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-08
Vercel,Software Engineering Intern - Winter '27,"San Francisco, CA",https://job-boards.greenhouse.io/vercel/jobs/6181755004,False,applyguy_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-08
Vercel,Software Engineering Intern - Summer '27,"San Francisco, CA",https://job-boards.greenhouse.io/vercel/jobs/6181759004,False,applyguy_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-08
Viam,Software Engineering Intern (Summer 2027),"New York City, NY",https://job-boards.greenhouse.io/viamrobotics/jobs/6185046004,False,applyguy_repo,5,Unknown - verify with company,2026-09-08
Icf,"2027 Summer Intern, Software Developer (Reston, VA)","Reston, VA",https://icf.wd5.myworkdayjobs.com/icfexternal_career_site/job/Reston-VA/XMLNAME-2027-Summer-Intern--Software-Developer--Reston--VA-_R2603002,False,applyguy_repo,5,Unknown - verify with company,2026-09-07
Marvell,"Firmware Engineer Intern, BS - Summer 2027","Santa Clara, CA",https://marvell.wd1.myworkdayjobs.com/marvellcareers/job/Santa-Clara-CA/Firmware-Engineer-Intern--BS---Summer-2027_2604461,False,applyguy_repo,5,Unknown - verify with company,2026-09-05
Marvell,"Firmware Engineer Intern, MS - Summer 2027","Santa Clara, CA",https://marvell.wd1.myworkdayjobs.com/marvellcareers/job/Santa-Clara-CA/Firmware-Engineer-Intern--MS---Summer-2027_2604513,False,applyguy_repo,5,Unknown - verify with company,2026-09-05
Saabusa,Software Engineering Co-Op (Spring - Summer 2027),"East Syracuse, NY (Collamer)",https://saabusa.wd1.myworkdayjobs.com/saab_careers/job/East-Syracuse-NY-Collamer/Software-Engineering-Co-Op--Spring---Summer-2027-_R-03240-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-05
Amazon,"Software Development Engineer Intern/Co-Op, ROBOTICS -  2027","US, MA, North Reading",https://www.amazon.jobs/en/jobs/10529525/software-development-engineer-intern-co-op-robotics-2027,False,applyguy_repo,1,"Full sponsorship, large F-1 intern program",2026-09-04
"Apex Technology, Inc.",Simulation Software Engineering Internship (Spring or Summer 2027),"Los Angeles, CA",https://jobs.ashbyhq.com/apex-technology-inc/d3e21f84-3637-4521-833d-fd07b3ca5f2e,False,applyguy_repo,3,20 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-09-04
Barclays,2027 Technology Developer Summer Internship Program Wilmington,"Wilmington, 125 South West Street",https://barclays.wd3.myworkdayjobs.com/external_career_site_barclays/job/Wilmington-125-South-West-Street/XMLNAME-2027-Technology-Developer-Summer-Internship-Program-Wilmington_JR-0000123236,False,applyguy_repo,1,319 H-1B approvals in FY2023 (5 denied) - sponsors in practice,2026-09-04
CACI,Software Engineer Intern - Summer 2027,"Ypsilanti, MI",https://caci.wd1.myworkdayjobs.com/external/job/Ypsilanti-MI-US/Software-Engineer-Intern---Summer-2027_331648,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-04
CIBC,2027 Summer Intern - Software Engineering,"Chicago, IL",https://cibc.wd3.myworkdayjobs.com/search/job/Chicago-IL/XMLNAME-2027-Summer-Intern---Software-Engineering_2618322-1,False,applyguy_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-04
Cox,"Software Engineering Intern - Summer 2027 (North Hills, NY)","Long Island, NY",https://cox.wd1.myworkdayjobs.com/cox_external_career_site_1/job/Long-Island-NY/Software-Engineering-Intern---Summer-2027--North-Hills--NY-_R202682171-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
"ENFOS, Inc.",Software Engineer Intern (Summer 2027),"Chicago, IL",https://jobs.workable.com/view/spKbAZ8XZe4WYBsjSq5Peo/software-engineer-intern-(summer-2027)-in-chicago-at-enfos%2C-inc.,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
"ENFOS, Inc.",Software Engineer Intern (Summer 2027),"Durham, NC",https://jobs.workable.com/view/fz4rvxApTnTMiGRHPmmqfV/software-engineer-intern-(summer-2027)-in-durham-at-enfos%2C-inc.,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Mastercard,"Site Reliability Engineering Intern, Summer 2027 – St. Louis, MO, US","O'Fallon, MO",https://mastercard.wd1.myworkdayjobs.com/campus/job/OFallon-Missouri/Site-Reliability-Engineering-Intern--Summer-2027---St-Louis--MO--US_R-287654,False,applyguy_repo,1,"Full sponsorship, known CPT sponsor",2026-09-04
rivian-vw-tech,Software Engineering Intern - Connected Systems (January - August 2027),"Irvine, CA",https://jobs.ashbyhq.com/rivianvw.tech/13eeb795-a5dd-4b5a-9b98-808e5ec357c2,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
rivian-vw-tech,"Software Engineering Intern - Applications, Infotainment & Mobile (January - August 2027)","Irvine, CA",https://jobs.ashbyhq.com/rivianvw.tech/c5c0f2e3-ae78-4ca6-94f8-b6940d3cdb69,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Scale AI,Software Engineering Intern (Summer 2027),"San Francisco, CA",https://job-boards.greenhouse.io/scaleai/jobs/4730845005,False,applyguy_repo,4,3 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-04
Schonfeld,2027 Software Engineering Intern,"New York City, NY",https://job-boards.greenhouse.io/schonfeld/jobs/8180089,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Snc,Software Engineering Intern (Summer 2027),"Sparks, NV",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Sparks-NV/Software-Engineering-Intern--Summer-2027-_R0030760,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Snc,Software Engineering Intern (Summer 2027),"Dayton, OH",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Dayton-OH/Software-Engineering-Intern--Summer-2027-_R0030754,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Snc,Software Engineering Intern (Summer 2027),"Plano, TX",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Plano-TX/Software-Engineering-Intern--Summer-2027-_R0030758,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Snc,Software Engineering Intern (Summer 2027),"Southern Pines, NC",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Southern-Pines-NC/Software-Engineering-Intern--Summer-2027-_R0030759,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Snc,Software Engineering Intern (Summer 2027),"Folsom, CA",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Folsom-CA/Software-Engineering-Intern--Summer-2027-_R0030761-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Snc,Software Engineering Intern (Summer 2027),"Lone Tree, CO",https://snc.wd1.myworkdayjobs.com/snc_external_career_site/job/Lone-Tree-CO/Software-Engineering-Intern--Summer-2027-_R0030757,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Zipline,Aircraft Software Integration Intern (Summer 2027),"South San Francisco, CA",https://www.zipline.com/open-roles/7986848003,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Zipline,Aircraft Software Integration Intern (Spring 2027),"South San Francisco, CA",https://www.zipline.com/open-roles/7986810003,False,applyguy_repo,5,Unknown - verify with company,2026-09-04
Adobe,2027 Intern - Software Engineer,"San Jose, CA",https://adobe.wd5.myworkdayjobs.com/external_experienced/job/San-Jose/XMLNAME-2027-Intern---Software-Engineer_R171666,False,applyguy_repo,1,221 H-1B approvals in FY2023 (15 denied) - sponsors in practice,2026-09-03
"Apex Technology, Inc.","Software Engineering Internship, Test & Automation (Summer 2027)","Los Angeles, CA",https://jobs.ashbyhq.com/apex-technology-inc/692bb497-59ba-44df-bacf-fffd2f7c6344,False,applyguy_repo,3,20 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-09-03
"Apex Technology, Inc.",Ground Software Engineering Internship (Spring or Summer 2027),"Los Angeles, CA",https://jobs.ashbyhq.com/apex-technology-inc/2d5ad921-241f-4e7a-b9ff-9d01763da88c,False,applyguy_repo,3,20 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-09-03
Gevernova,GE Vernova Software Engineering - Co-op -Summer - Fall,"Rochester, NY",https://gevernova.wd5.myworkdayjobs.com/only_confidential_executive_recruiting/job/Rochester/GE-Vernova-Software-Engineering---Co-op--Summer---Fall_R5051794-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Gevernova,GE Vernova Software Engineering - Co-op - Spring-Summer 2027,"Rochester, NY",https://gevernova.wd5.myworkdayjobs.com/only_confidential_executive_recruiting/job/Rochester/GE-Vernova-Software-Engineering---Co-op---Spring-Summer-2027_R5051780-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Hermeus,GNC & Flight Software Intern - Spring/Summer 2027,"Atlanta, GA",https://jobs.lever.co/hermeus/555263f6-c5ec-4489-ab07-1aea546b70e7,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Hermeus,Software Engineering Intern (Command & Control) - Spring/Summer 2027,"Atlanta, GA",https://jobs.lever.co/hermeus/5b08e2df-c9db-4831-aece-67d89e744796,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
ID.me University Recruiting,Summer Intern 2027 - Software Development Engineer Intern,"Mountain View, CA",https://job-boards.greenhouse.io/idmeuniversityrecruiting/jobs/7980429003,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Innovative Systems,Intern/Co-op- Summer 2027 - Software Engineering,"Pittsburgh, PA",https://innovativesystems.applytojob.com/apply/nPMqeNSQOo,False,applyguy_repo,4,3 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-03
Innovative Systems,Intern/Co-op-Spring 2027 - Software Engineering,"Pittsburgh, PA",https://innovativesystems.applytojob.com/apply/wJuSCjOOqx,False,applyguy_repo,4,3 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-03
Mckesson,Software Installation & IT Support Intern - Summer 2027,"Longmont, CO",https://mckesson.wd3.myworkdayjobs.com/external_careers/job/USA-CO-Longmont/Software-Installation---IT-Support-Intern---Summer-2027_JR0152304,False,applyguy_repo,2,49 H-1B approvals in FY2023 (7 denied) - sponsors in practice,2026-09-03
Mckesson,Software Engineer Intern - Summer 2027,"Atlanta, GA",https://mckesson.wd3.myworkdayjobs.com/external_careers/job/USA-GA-Atlanta/Software-Engineer-Intern---Summer-2027_JR0153235,False,applyguy_repo,2,49 H-1B approvals in FY2023 (7 denied) - sponsors in practice,2026-09-03
Mckesson,Software Engineer Intern - Summer 2027,"Longmont, CO",https://mckesson.wd3.myworkdayjobs.com/external_careers/job/USA-CO-Longmont/Software-Engineer-Intern---Summer-2027_JR0152469,False,applyguy_repo,2,49 H-1B approvals in FY2023 (7 denied) - sponsors in practice,2026-09-03
Mckesson,Software Development Intern - Summer 2027,"Irving, TX",https://mckesson.wd3.myworkdayjobs.com/external_careers/job/USA-TX-Irving/Software-Development-Intern---Summer-2027_JR0152635,False,applyguy_repo,2,49 H-1B approvals in FY2023 (7 denied) - sponsors in practice,2026-09-03
Momentive,Summer 2027 Intern - Software Development,"Niskayuna, NY",https://momentive.wd1.myworkdayjobs.com/MC/job/US-NY-Niskayuna/Summer-2027-Intern---Software-Development_R9756,False,applyguy_repo,3,15 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-03
Neighbor,Software Engineer Intern 2027,"Lehi, UT",https://jobs.lever.co/neighbor/7d66629f-3f4b-41ee-a324-fe0154e13c46,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Saabusa,Software Engineering Co-Op (Summer 2027),"East Syracuse, NY (Collamer)",https://saabusa.wd1.myworkdayjobs.com/saab_careers/job/East-Syracuse-NY-Collamer/Software-Engineering-Co-Op--Summer-2027-_R-03237-1,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
The Exploration Company,Summer 2027 Internship (Software),California,https://jobs.ashbyhq.com/the-exploration-company/86270058-8eec-4692-b49d-97ce59fd54ac,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
The Exploration Company,Spring 2027 Internship (Software),California,https://jobs.ashbyhq.com/the-exploration-company/e23f19f1-b5fa-408a-822c-c6c37631a2fe,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Transcard Payments LLC,2027 - Software Engineer Intern,"Chattanooga, TN",https://recruiting.paylocity.com/Recruiting/Jobs/Details/4476288,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Transcard Payments LLC,2027 - Software Implementation Intern,"Chattanooga, TN",https://recruiting.paylocity.com/Recruiting/Jobs/Details/4475691,False,applyguy_repo,5,Unknown - verify with company,2026-09-03
Walmart,2026 Intern Conversion: 2027 FT Software Engineer II - Bellevue,(USA) BELLEVUE SKYLINE OFFICE WA BELLEVUE Home Office,https://walmart.wd504.myworkdayjobs.com/WalmartExternal/job/USA-BELLEVUE-SKYLINE-OFFICE-WA-BELLEVUE-Home-Office/XMLNAME-2026-Intern-Conversion--2027-FT-Software-Engineer-II---Bellevue_R-2630122,False,applyguy_repo,2,Full sponsorship,2026-09-03
Walmart,2026 Intern Conversion: 2027 FT Software Engineer II - Sunnyvale,(USA) Crossman Respect Building CA SUNNYVALE Home Office,https://walmart.wd504.myworkdayjobs.com/WalmartExternal/job/USA-Crossman-Respect-Building-CA-SUNNYVALE-Home-Office/XMLNAME-2026-Intern-Conversion--2027-FT-Software-Engineer-II---Sunnyvale_R-2630127,False,applyguy_repo,2,Full sponsorship,2026-09-03
Walmart,2026 Intern Conversion: 2027 FT Software Engineer II - Bentonville,(USA) ISD Office,https://walmart.wd504.myworkdayjobs.com/WalmartExternal/job/USA-ISD-Office---DGTC-AR-BENTONVILLE-Home-Office/XMLNAME-2026-Intern-Conversion--2027-FT-Software-Engineer-II---Bentonville_R-2630128,False,applyguy_repo,2,Full sponsorship,2026-09-03
Walmart,"2026 Intern Conversion: 2027 FT Software Engineer II, Information Security",(USA) Crossman Respect Building CA SUNNYVALE Home Office,https://walmart.wd504.myworkdayjobs.com/WalmartExternal/job/USA-Crossman-Respect-Building-CA-SUNNYVALE-Home-Office/XMLNAME-2026-Intern-Conversion--2027-FT-Software-Engineer-II--Information-Security_R-2630112,False,applyguy_repo,2,Full sponsorship,2026-09-03
Walmart,"2026 Intern Conversion: 2027 FT Systems and Infrastructure Engineer II, Information Security",(USA) ISD Office,https://walmart.wd504.myworkdayjobs.com/WalmartExternal/job/USA-ISD-Office---DGTC-AR-BENTONVILLE-Home-Office/XMLNAME-2026-Intern-Conversion--2027-FT-Systems-and-Infrastructure-Engineer-II--Information-Security_R-2630114,False,applyguy_repo,2,Full sponsorship,2026-09-03
Walmart,"2026 Intern Conversion: 2027 FT Software Engineer II, Information Security",(USA) ISD Office,https://walmart.wd504.myworkdayjobs.com/WalmartExternal/job/USA-ISD-Office---DGTC-AR-BENTONVILLE-Home-Office/XMLNAME-2026-Intern-Conversion--2027-FT-Software-Engineer-II--Information-Security_R-2630113,False,applyguy_repo,2,Full sponsorship,2026-09-03
Waymo,"2027 Summer Intern, MS, Software Engineering, Behavior Test","San Francisco, CA",https://careers.withwaymo.com/jobs,False,applyguy_repo,2,87 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-09-03
"Aerotech, Inc.",Software Engineering Internship or Co-op 2027,"Pittsburgh, PA",https://aerotech.applytojob.com/apply/OFIYSpO0HW,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
AeroVironment,Summer 2027 Software Engineering Intern,"Simi Valley, CA",https://avav.wd1.myworkdayjobs.com/avav/job/Simi-Valley-CA/Summer-2027-Software-Engineering-Intern_8611,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
Aoins,Business Intelligence Developer Internship - Summer 2027,"Lansing, MI",https://aoins.wd5.myworkdayjobs.com/autoowners/job/Lansing-MI/Business-Intelligence-Developer-Internship---Summer-2027_R_14417,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
"Apex Technology, Inc.","Software Engineering Internship, Embedded Systems (Spring or Summer 2027)","Los Angeles, CA",https://jobs.ashbyhq.com/apex-technology-inc/4203604c-2330-4c89-8432-37af718a6bda,False,applyguy_repo,3,20 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-09-02
CACI,DevOps/Software Engineering Intern - Summer 2027,"Sterling, VA",https://caci.wd1.myworkdayjobs.com/external/job/Sterling-VA-US/DevOps-Software-Engineering-Intern---Summer-2027_331466,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-02
CACI,Embedded Software Engineering Co-op - Spring 2027,"Danbury, CT",https://caci.wd1.myworkdayjobs.com/external/job/Danbury-CT-US/Embedded-Software-Engineering-Co-op---Spring-2027_331368,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-02
CACI,Embedded Software Engineering Co-Op - Fall 2027,"Danbury, CT",https://caci.wd1.myworkdayjobs.com/external/job/Danbury-CT-US/Embedded-Software-Engineering-Co-Op---Fall-2027_331393,False,applyguy_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-09-02
Fifththird,Software Engineer Co-Op - Enterprise Finance Applications - Spring 2027,"Cincinnati, OH",https://fifththird.wd5.myworkdayjobs.com/53careers/job/Cincinnati-OH/Software-Engineer-Co-Op---Enterprise-Finance-Applications---Spring-2027_R71587,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
Flir,EADSIM Software Engineering Intern (Summer 2027),"Huntsville, AL",https://flir.wd1.myworkdayjobs.com/flircareers/job/US---Huntsville-AL/EADSIM-Software-Engineering-Intern--Summer-2027-_REQ36667,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
General Matter,Summer 2027 Internship - Embedded Software Engineering,"Los Angeles, CA",https://job-boards.greenhouse.io/generalmatter/jobs/5377131008,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
Internship List,"DataOps Developer Intern, Atlanta (Winter/January 2027, 8+ Months)","Atlanta, GA",https://job-boards.greenhouse.io/internshiplist2000/jobs/5389379008,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
Jj,Software Engineering Co-Op. Summer 2027,"Cincinnati, OH",https://jj.wd5.myworkdayjobs.com/JJ/job/Cincinnati-Ohio-United-States-of-America/Software-Engineering-Co-Op-Summer-2027_R-096743,False,applyguy_repo,5,Unknown - verify with company,2026-09-02
