company,role,location,link,no_sponsorship,source,sponsorship_tier,sponsorship_notes,date_posted
Vertiv,Product Management Intern 🛂,"Westerville, OH",https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20278933,True,vansh_repo,4,No sponsorship per listing,2026-08-21
Vertiv,"Product Management Intern, MBA 🛂","Delaware, OH",https://egup.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/job/20278958,True,vansh_repo,4,No sponsorship per listing,2026-08-21
The Nuclear Company,AI Applied Research Intern 🛂,"Washington, DC",https://job-boards.greenhouse.io/thenuclearcompany/jobs/5391923008,True,vansh_repo,5,Unknown - verify with company,2026-08-21
Replit,Software Engineering Intern,"Foster City, CA",https://jobs.ashbyhq.com/replit/7e0dafe8-3eec-442e-aa76-a4d84d779fb1,False,vansh_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-21
Notion,Software Engineer Intern,"San Francisco, CANew York, NY",https://jobs.ashbyhq.com/notion/3fba1c39-c5cb-47d7-9ad2-1cec4d7e9d0c,False,vansh_repo,3,8 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-21
Millennium,Quantitative Developer Intern,"New York, NY",https://career.mlp.com/careers/job/755957819661,False,vansh_repo,5,Unknown - verify with company,2026-08-21
Millennium,Applied AI Engineer Intern,"Miami, FL",https://career.mlp.com/careers/job/755957778848,False,vansh_repo,5,Unknown - verify with company,2026-08-21
Kastle,Software Engineer Intern,"San Francisco, CA",https://jobs.ashbyhq.com/kastle/6f32db51-de45-472f-a9c8-d9419d3634ee,False,vansh_repo,5,Unknown - verify with company,2026-08-21
JPMorgan Chase,"Quantitative Research, Asset Management Summer Analyst 🛂","New York, NY",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210774074,True,vansh_repo,1,1524 H-1B approvals in FY2023 (24 denied) - sponsors in practice,2026-08-21
JPMorgan Chase,"Quantitative Research, Markets, Summer Internship - Analyst","New York, NY",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/210774038,False,vansh_repo,1,1524 H-1B approvals in FY2023 (24 denied) - sponsors in practice,2026-08-21
Hypercubic,Software Engineering Intern,"San Francisco, CA",https://jobs.ashbyhq.com/hypercubic/ab7a23f9-7280-4443-b442-2813dc39d490,False,vansh_repo,5,Unknown - verify with company,2026-08-21
Humana,"Software Engineer Intern, CenterWell and Humana Military 🛂","Louisville, KY",https://humana.wd5.myworkdayjobs.com/Humana_External_Career_Site/job/Louisville-KY/Humana-Technology-Internship---Summer-2027_R-424692-1,True,vansh_repo,4,No sponsorship per listing,2026-08-21
HPR,FPGA Engineering Intern 🛂,"Needham, MA",https://job-boards.greenhouse.io/hyannisportresearch/jobs/7822801003,True,vansh_repo,5,Unknown - verify with company,2026-08-21
Freeform,Software Engineering Intern,"Los Angeles, CA",https://job-boards.greenhouse.io/freeformfuturecorp/jobs/7872198003,False,vansh_repo,5,Unknown - verify with company,2026-08-21
Exa,Software Engineer Intern,"San Francisco, CA",https://jobs.ashbyhq.com/exa/a9e01521-66f1-481b-89da-ec01d4620f16,False,vansh_repo,5,Unknown - verify with company,2026-08-21
Epic Games,Machine Learning Research Intern 🛂,"Montreal, Canada",https://www.epicgames.com/site/careers/jobs/6138140004,True,vansh_repo,4,No sponsorship per listing,2026-08-21
Epic Games,Gameplay Programmer Intern,"Cary, United States",https://www.epicgames.com/site/careers/jobs/6141180004,False,vansh_repo,4,No sponsorship per listing,2026-08-21
DV Group,"Software Engineer Intern, Commodities","New York, NY",https://job-boards.greenhouse.io/dvtrading/jobs/4719119005,False,vansh_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-21
Copart,QA Engineering Intern,"Dallas, TX",https://copart.wd12.myworkdayjobs.com/en-US/copart/job/Dallas-TX---Headquarters/QA-Engineering-Intern_JR109671,False,vansh_repo,3,19 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-21
Atoms,Software Engineer Intern,"5 locationsNew York, NYSeattle, WALos Angeles, CAMountain View, CASan Francisco, CA",https://job-boards.greenhouse.io/cssmerge/jobs/8687896002,False,vansh_repo,5,Unknown - verify with company,2026-08-21
American Express,"Product Management Intern, Global Merchant & Network Services 🛂","Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012148,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","New York, NY",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011698,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services","Sunrise, FL",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011745,False,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","Atlanta, GA",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011796,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012375,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","New York, NY",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011991,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","Sunrise, FL",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011999,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","Atlanta, GA",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012000,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"AI Engineer Intern, Enterprise Technology Services 🛂","Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012392,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"Software Engineer Intern, Enterprise Technology Services 🛂","Charlotte, NC",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011679,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"Software Engineer Intern, Enterprise Technology Services 🛂","Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011781,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"Software Engineer Intern, Enterprise Technology Services 🛂","Sunrise, FL",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011084,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,"Software Engineer Intern, Enterprise Technology Services 🛂","Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011784,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,Cybersecurity Intern 🛂,"Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012460,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
American Express,Cybersecurity Intern 🛂,"Phoenix, AZ",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26012462,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-21
Belvedere Trading,Quantitative Trading Intern,"Chicago, IL",https://jobs.lever.co/belvederetrading/cbde47db-c60b-4339-a8f4-a8e4f30505ab,False,vansh_repo,5,Unknown - verify with company,2026-08-16
DV Group,Quantitative Risk Intern,"Chicago, IL",https://job-boards.greenhouse.io/dvtrading/jobs/4719118005,False,vansh_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-06
Chicago Trading Company,Quant Trading Intern,"Chicago, IL",https://job-boards.greenhouse.io/chicagotradingcampus/jobs/4716930005,False,vansh_repo,5,Unknown - verify with company,2026-08-06
ByteDance,Applied Machine Learning Production Engineer Intern,"San Jose, CA",https://joinbytedance.com/search/7670009669494704437,False,vansh_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-06
ByteDance,GPU/AI Application System Software Engineer Intern,"San Jose, CA",https://joinbytedance.com/search/7668464504736876853,False,vansh_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-06
ByteDance,"AI Network Automation Engineer Intern, Global Physical Network Infra","San Jose, CA",https://joinbytedance.com/search/7670690923748870405,False,vansh_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-06
Boeing,Data Analytics Intern 🛂,"31 locationsEverett, WASaint Charles, MOHuntsville, ALCharleston, SCOklahoma City, OKBerkeley, MOHuntington Beach, CAHazelwood, MOEl Segundo, CAHerndon, VAPlano, TXArlington, VARidley Park, PATukwila, WANorth Charleston, SCFairfax, VAColorado Springs, COChicago, ILSeal Beach, CAMukilteo, WALong Beach, CAAtlanta, GARenton, WADallas, TXSeattle, WAAuburn, WABellevue, WASan Antonio, TXKent, WAMesa, AZTukwila, WA",https://boeing.wd1.myworkdayjobs.com/en-US/EXTERNAL_CAREERS/details/Boeing-Summer-2027-Internship-Program--Paid----Data-Analytics-Intern_JR2026520976-1,True,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-08-05
TikTok,"Software Engineer Intern, TikTok-Agentic Creation-AIGC","San Jose, CA",https://lifeattiktok.com/search/7668675500744837381,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Frontend Software Engineer Intern, Ads Measurement Signal and Privacy","San Jose, CA",https://lifeattiktok.com/search/7668584161852229893,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Data Arch - E-commerce","Seattle, WA",https://lifeattiktok.com/search/7668582086899763461,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Ads Measurement Signal and Privacy","San Jose, CA",https://lifeattiktok.com/search/7668582031916435717,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Creative Intelligence and Brand Innovation","San Jose, CA",https://lifeattiktok.com/search/7668642761473902901,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Business Integrity","San Jose, CA",https://lifeattiktok.com/search/7668584916620527925,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Agentic Creation-Effect Platform","San Jose, CA",https://lifeattiktok.com/search/7668445566565321013,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Data Arch - E-commerce","Seattle, WA",https://lifeattiktok.com/search/7668582146236631349,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Code Graph and Quality Validation 🛂","San Jose, CA",https://lifeattiktok.com/search/7667935738376227077,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Privacy and Security","San Jose, CA",https://lifeattiktok.com/search/7667935739300317493,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Frontend Engineer Intern, TikTok-Open Platform","San Jose, CA",https://lifeattiktok.com/search/7667935739300792629,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, PGC Creator Strategy 🛂",San Jose,https://lifeattiktok.com/search/7667933770819897605,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, Social Friending","San Jose, CA",https://lifeattiktok.com/search/7667934635573692725,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, Search 🛂","San Jose, CA",https://lifeattiktok.com/search/7667933335084124469,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, TikTok-Social-Friending","San Jose, CA",https://lifeattiktok.com/search/7667935399050692917,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, PGC-Digital Content Center 🛂","San Jose, CA",https://lifeattiktok.com/search/7667934302872537397,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Growth Innovation","San Jose, CA",https://lifeattiktok.com/search/7667934860750063925,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, Social Foundation","San Jose, CA",https://lifeattiktok.com/search/7667935565120112949,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Trust and Safety-Engineering 🛂","Seattle, WA",https://lifeattiktok.com/search/7662684280234232117,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Trust and Safety-Engineering 🛂","San Jose, CA",https://lifeattiktok.com/search/7662700594251958581,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Global CRM","San Jose, CA",https://lifeattiktok.com/search/7669711844487399685,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Shoot Experience Optimization","San Jose, CA",https://lifeattiktok.com/search/7668921505254410549,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Ads Interface","San Jose, CA",https://lifeattiktok.com/search/7669705785962727733,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, Global E-Commerce","Seattle, WA",https://lifeattiktok.com/search/7668834837268416821,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, Global E-Commerce","San Jose, CA",https://lifeattiktok.com/search/7668834837268138293,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,Software Engineer Intern,"San Jose, CA",https://lifeattiktok.com/search/7668725183121000757,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Backend Software Engineer Intern, Product Infrastructure","San Jose, CA",https://lifeattiktok.com/search/7667935633764370741,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Transaction Platform","San Jose, CA",https://lifeattiktok.com/search/7669943120351906053,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Intelligent Creation-Camera","San Jose, CA",https://lifeattiktok.com/search/7668862422178318597,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, AI Agent & Global Revenue Platform","San Jose, CA",https://lifeattiktok.com/search/7669712589169117445,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Frontend Engineer Intern, Global CRM","San Jose, CA",https://lifeattiktok.com/search/7669711026846058757,False,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
TikTok,"Software Engineer Intern, Global Live-Foundation 🛂","San Jose, CA",https://lifeattiktok.com/search/7667935150530840837,True,vansh_repo,1,148 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
Samsara,Software Engineering Intern,"San Francisco, CA",https://www.samsara.com/company/careers/roles/8082091,False,vansh_repo,3,20 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-08-04
Modal,ML Research Intern,"New York, NYSan Francisco, CA",https://jobs.ashbyhq.com/modal/38888294-6bc7-4dab-b072-6d0f0c2ed79a,False,vansh_repo,5,Unknown - verify with company,2026-08-04
Microsoft,Product Manager Intern,Remote,https://apply.careers.microsoft.com/careers/job/1970393556953113,False,vansh_repo,1,2066 H-1B approvals in FY2023 (46 denied) - sponsors in practice,2026-08-04
Microsoft,"Software Engineer Intern, Fullstack Product (Web + Services)","Multiple Locations, United States",https://apply.careers.microsoft.com/careers,False,vansh_repo,1,2066 H-1B approvals in FY2023 (46 denied) - sponsors in practice,2026-08-04
Melius,Software Engineering Intern,"New York City, NY",https://jobs.ashbyhq.com/melius/b61f063a-4f94-4e50-a4ef-05aaab552280,False,vansh_repo,5,Unknown - verify with company,2026-08-04
ByteDance,"Software Engineer Intern, Distributed NoSQL Database Systems","San Jose, CA",https://joinbytedance.com/search/7668374190764050741,False,vansh_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
ByteDance,"Software Engineer Intern, Distributed NoSQL Database Systems","Seattle, WA",https://joinbytedance.com/search/7668373268886161669,False,vansh_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
ByteDance,"Software Engineer Intern, AI Platform 🛂","San Jose, CA",https://joinbytedance.com/search/7668212952030841093,True,vansh_repo,1,204 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
American Express,Product Management Intern 🛂,"New York, NY",https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/26011916,True,vansh_repo,3,6 H-1B approvals in FY2023 (1 denied) - sponsors in practice,2026-08-04
Medtronic,Software Engineering Intern 🛂,"5 locationsFridley, MNTempe, AZEatontown, NJSanta Rosa, CALafayette, CO",https://medtronic.wd1.myworkdayjobs.com/en-US/medtroniccareers/job/Fridley-Minnesota-United-States-of-America/Software-Engineering-Intern---Summer-2027_R73630-1,True,vansh_repo,1,106 H-1B approvals in FY2023 (2 denied) - sponsors in practice,2026-08-03
HPR,Software Engineering Intern 🛂,"Needham, MA",https://job-boards.greenhouse.io/hyannisportresearch/jobs/7822989003,True,vansh_repo,5,Unknown - verify with company,2026-08-03
FTI Consulting,Technology Intern,"12 locationsAtlanta, GAChicago, ILHouston, TXLos Angeles, CANew York, NYSan Francisco, CAWashington, DCChicago, ILLos Angeles, CANew York, NYSan Francisco, CAWashington, DC",https://fticonsulting.wd108.myworkdayjobs.com/FTIConsultingCareers/job/United-States/XMLNAME-2027-Intern---Technology_JR260339-1,False,vansh_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,Software Developer Intern,"Chicago, IL",https://www.drw.com/work-at-drw/listings/software-developer-intern-3467328,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,Software Developer Intern,Montréal,https://www.drw.com/work-at-drw/listings/software-developer-intern-3466687,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,Quantitative Trading Analyst Intern,"Chicago, IL",https://www.drw.com/work-at-drw/listings/quantitative-trading-analyst-intern-3375090,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,Quantitative Research Intern,"Chicago, ILNew York City, NY",https://www.drw.com/work-at-drw/listings/quantitative-research-intern-3413670,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,Platform Engineer Intern,"Chicago, IL",https://www.drw.com/work-at-drw/listings/platform-engineer-intern-3468737,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,AI/ML Research Intern,Montréal,https://www.drw.com/work-at-drw/listings/aiml-research-intern-3466679,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
DRW,FPGA Intern,"Chicago, IL",https://www.drw.com/work-at-drw/listings/fpga-intern-3484423,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-31
Castleton Commodities International,Data Engineering Intern,"Stamford, CTHouston, TXNew York City, NY",https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Data-Engineering-Internship--Summer-2027-_R1346,False,vansh_repo,5,Unknown - verify with company,2026-07-31
Castleton Commodities International,Data Science Machine Learning Intern,"Stamford, CTHouston, TXNew York City, NY",https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Data-Science-Machine-Learning-Internship--Summer-2027-_R1344,False,vansh_repo,5,Unknown - verify with company,2026-07-31
Castleton Commodities International,Full-Stack Software Engineer Intern,"Stamford, CTHouston, TX",https://osv-cci.wd1.myworkdayjobs.com/en-US/CCICareers/job/Stamford-CT/Full-Stack-Software-Engineer-Internship--Summer-2027-_R1350,False,vansh_repo,5,Unknown - verify with company,2026-07-31
Virtu Financial,Frontend & User Experience Intern,"New York, NY",https://job-boards.greenhouse.io/virtu/jobs/8657500002,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-30
General Dynamics Information Technology,Systems Engineer Intern,"Albany, NY",https://www.gd.com/careers/systems-engineer-intern-albany-ny-us-rq225289-gdit-opportunity,False,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-07-30
Chicago Trading Company,Software Engineer Intern,"Chicago, IL",https://job-boards.greenhouse.io/ctccampusboard/jobs/4708230005,False,vansh_repo,5,Unknown - verify with company,2026-07-27
Chicago Trading Company,Quant Trading Intern,"Chicago, IL",https://job-boards.greenhouse.io/ctccampusboard/jobs/4708188005,False,vansh_repo,5,Unknown - verify with company,2026-07-27
Appian,Information Security Engineer Intern 🛂,"McLean, VA",https://job-boards.greenhouse.io/appian/jobs/8088496,True,vansh_repo,3,11 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-27
Virtu Financial,Software Engineer Intern,"Austin, TXNew York",https://job-boards.greenhouse.io/virtu/jobs/8624410002,False,vansh_repo,3,6 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-26
Virtu,Quantitative Trading Intern,"Austin, TXChicago, ILNew York, NY",https://job-boards.greenhouse.io/virtu/jobs/8624408002,False,vansh_repo,5,Unknown - verify with company,2026-07-26
Stevens Capital Management,Quantitative Research Analyst Internship,"Radnor, PA",https://job-boards.greenhouse.io/scm/jobs/721895,False,vansh_repo,4,1 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-26
Quadrillion Labs,Software Engineering Intern,"New York, NY",https://jobs.ashbyhq.com/quadrillion-labs/a4acc44c-31ce-41a0-ab44-2500487b4d05,False,vansh_repo,5,Unknown - verify with company,2026-07-26
PDT Partners,Software Engineering Intern,"New York, NY",https://job-boards.greenhouse.io/pdtpartners/jobs/8077685,False,vansh_repo,5,Unknown - verify with company,2026-07-26
HyperLight,Software Engineer Intern,"Cambridge, MA",https://apply.workable.com/hyperlight/j/5581EA0668/,False,vansh_repo,5,Unknown - verify with company,2026-07-26
Appian,Software Engineering Intern 🛂,"McLean, VA",https://job-boards.greenhouse.io/appian/jobs/8041237,True,vansh_repo,3,11 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-26
Radix Trading,"Quantitative Technologist Intern, C++","Chicago, IL",https://job-boards.greenhouse.io/radixuniversity/jobs/8500265002,False,vansh_repo,3,5 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Palantir Technologies,"Software Engineer Intern, Production Infrastructure","Seattle, WA",https://jobs.lever.co/palantir/373367a9-3160-49d8-b7af-2efec062fad1,False,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-07-24
Palantir Technologies,"Software Engineer Intern, Infrastructure","New York, NY",https://jobs.lever.co/palantir/b229baac-494b-4a0d-9a13-2e38806e06f3,False,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-07-24
Palantir Technologies,Software Engineer Intern,"New York, NY",https://jobs.lever.co/palantir/7d69cf8a-06fd-4f05-bd84-27149db29c4d,False,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-07-24
Palantir Technologies,Software Engineer Intern,"Washington, D.C.",https://jobs.lever.co/palantir/bdcfb29f-4f27-42de-933f-7f83a359b9f0,False,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-07-24
Palantir Technologies,Software Engineer Intern,"Palo Alto, CA",https://jobs.lever.co/palantir/e27af7ab-41fc-40c9-b31d-02c6cb1c505c,False,vansh_repo,6,US citizenship / clearance typically required (ITAR or cleared work),2026-07-24
Old Mission,Software Engineer Intern,"Chicago, IL",https://www.oldmissioncapital.com/careers/,False,vansh_repo,4,2 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Software Engineer Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8599644002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Windows Engineer Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8628843002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Trading Desk Operations Engineer Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8621450002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Tools and Compilers Research and Development Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/5869205002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Sales and Trading Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8347385002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Network Engineer Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8620793002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Linux Engineer Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8626260002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
Jane Street,Hardware Engineer (FPGA/ASIC) Intern,"New York, NY",https://www.janestreet.com/join-jane-street/position/8624440002/,False,vansh_repo,3,7 H-1B approvals in FY2023 (0 denied) - sponsors in practice,2026-07-24
